// Col::Object,T c0,T c1,T c2,T c3,[Timestamp]
Messung::Cam_left,0.001774,0.009003,0.999958,0.853909
,-0.999997,0.001483,0.001761,0.723899
,-0.001467,-0.999958,0.009006,-0.101299
,0.000000,0.000000,0.000000,1.000000
Messung::Cam_right,0.001784,-0.003942,0.999991,0.854994
,-0.999961,-0.008651,0.001750,-0.149450
,0.008644,-0.999955,-0.003958,-0.096643
,0.000000,0.000000,0.000000,1.000000
